episode_number,success_episode,failure_episode,episode_reward,episode_step
1309,True,False,1320,162
1310,True,False,1293,161
1311,False,True,643,126
1312,True,False,1192,143
1313,True,False,836,86
1314,True,False,1130,132
1315,False,True,286,68
1316,True,False,863,89
1317,False,True,167,49
1318,True,False,1390,175
1319,True,False,1506,195
1320,False,True,261,64
1321,True,False,1415,179
1322,True,False,1161,137
1323,True,False,1100,129
1324,True,False,1341,200
1325,False,True,690,133
1326,True,False,1319,164
1327,True,False,1344,200
1328,True,False,1027,116
1329,False,True,203,56
1330,True,False,1399,178
1331,True,False,1117,131
1332,True,False,1315,163
1333,True,False,1457,186
1334,True,False,1283,157
1335,True,False,735,71
1336,True,False,896,96
1337,True,False,1352,200
1338,True,False,1339,200
1339,True,False,1344,200
1340,True,False,1350,170
1341,True,False,1075,125
1342,True,False,1272,156
1343,True,False,1197,144
1344,False,True,389,86
1345,True,False,1070,123
1346,True,False,859,90
1347,True,False,840,86
1348,True,False,1120,131
1349,True,False,1299,160
1350,True,False,1406,177
1351,True,False,1005,114
1352,True,False,1087,125
1353,True,False,1313,165
1354,True,False,830,83
1355,True,False,1066,123
1356,True,False,1180,140
1357,True,False,986,110
1358,True,False,754,73
1359,True,False,1294,162
1360,True,False,1322,200
1361,True,False,1421,180
1362,True,False,1329,166
1363,True,False,1165,139
1364,False,True,260,64
1365,True,False,1314,165
1366,True,False,1461,187
1367,True,False,814,82
1368,True,False,1059,122
1369,True,False,942,104
1370,True,False,820,83
1371,True,False,1031,119
1372,True,False,1297,159
1373,True,False,1344,200
1374,True,False,1269,156
1375,True,False,1431,185
1376,True,False,1462,190
1377,True,False,1329,200
1378,True,False,1494,193
1379,True,False,1342,200
1380,True,False,775,74
1381,False,True,121,42
1382,False,True,520,107
1383,False,True,527,106
1384,True,False,1426,180
1385,True,False,1008,112
1386,True,False,905,97
1387,True,False,942,104
1388,True,False,1056,123
1389,True,False,1021,117
1390,True,False,754,72
1391,True,False,1333,167
1392,True,False,1264,155
1393,True,False,1426,181
1394,True,False,1322,165
1395,True,False,1339,168
1396,False,True,516,107
1397,True,False,1336,167
1398,True,False,1333,165
1399,True,False,1334,200
1400,True,False,1038,117
1401,False,True,267,64
1402,True,False,1198,144
1403,True,False,1445,185
1404,True,False,1039,118
1405,True,False,917,99
1406,True,False,1441,184
1407,False,True,142,45
1408,True,False,1370,172
1409,True,False,1525,197
1410,False,True,270,65
1411,True,False,1216,147
1412,True,False,1418,179
1413,True,False,1355,169
1414,True,False,1009,114
1415,False,True,553,111
1416,True,False,1535,197
1417,True,False,1036,116
1418,True,False,1200,144
1419,True,False,815,82
1420,True,False,908,96
1421,True,False,968,107
1422,True,False,1162,138
1423,True,False,1120,131
1424,True,False,1033,117
1425,True,False,1245,153
1426,False,True,103,42
1427,True,False,940,100
1428,True,False,1086,127
1429,True,False,678,61
1430,True,False,1006,113
1431,True,False,1077,125
1432,True,False,1172,141
1433,True,False,697,63
1434,True,False,1036,118
1435,True,False,1178,138
1436,True,False,1372,170
1437,False,True,197,54
1438,True,False,956,104
1439,True,False,1463,188
1440,True,False,1129,134
1441,True,False,1548,200
1442,True,False,1199,143
1443,True,False,1002,113
1444,True,False,1073,124
1445,True,False,1131,132
1446,True,False,808,84
1447,True,False,1038,119
1448,True,False,1327,166
1449,True,False,836,84
1450,True,False,760,75
1451,True,False,985,110
1452,True,False,1116,131
1453,True,False,1082,126
1454,True,False,1041,118
1455,True,False,940,101
1456,True,False,1115,129
1457,True,False,817,81
1458,True,False,1196,144
1459,True,False,1215,147
1460,False,True,154,48
1461,True,False,820,84
1462,True,False,839,85
1463,True,False,1070,124
1464,True,False,1388,175
1465,True,False,1339,200
1466,True,False,1028,117
1467,False,True,259,63
1468,True,False,919,99
1469,True,False,874,91
1470,False,True,178,50
1471,True,False,785,78
1472,True,False,863,90
1473,True,False,900,95
1474,True,False,740,70
1475,True,False,843,86
1476,True,False,746,70
1477,True,False,764,74
1478,True,False,957,104
1479,False,True,253,63
1480,True,False,930,100
1481,True,False,952,103
1482,False,True,171,49
1483,True,False,772,74
1484,False,True,157,48
1485,False,True,177,50
1486,True,False,1422,181
1487,True,False,1317,166
1488,True,False,1269,156
1489,True,False,1248,152
1490,True,False,1319,162
1491,True,False,884,92
1492,True,False,1269,155
1493,True,False,1001,112
1494,True,False,1110,129
1495,True,False,1120,132
1496,True,False,832,82
1497,True,False,1256,152
1498,True,False,968,109
1499,True,False,863,91
1500,True,False,1131,133
