episode_number,success_episode,failure_episode,episode_reward,episode_step
621,False,True,-175,14
622,False,True,-159,18
623,False,True,-119,26
624,False,True,-150,19
625,False,True,-177,12
626,False,True,-129,32
627,False,True,-126,43
628,False,True,-133,36
629,False,True,-127,30
630,False,True,-107,38
631,False,True,-169,12
632,False,True,-146,23
633,False,True,-143,22
634,False,True,-133,28
635,False,True,-131,30
636,False,True,-146,19
637,False,True,-174,15
638,False,True,-169,16
639,False,True,-146,27
640,False,True,-160,17
641,False,True,-148,21
642,False,True,-134,31
643,False,True,-138,27
644,False,True,-144,21
645,False,True,-98,43
646,False,True,-116,33
647,False,True,-115,34
648,False,True,-108,41
649,False,True,-91,46
650,False,True,-137,24
651,False,True,-125,36
652,False,True,-145,20
653,False,True,-100,37
654,False,True,-118,35
655,False,True,-155,18
656,False,True,-132,29
657,False,True,-151,18
658,False,True,-130,31
659,False,True,-169,12
660,False,True,-169,12
661,False,True,-103,38
662,False,True,-173,12
663,False,True,-157,20
664,False,True,-165,16
665,False,True,-172,13
666,False,True,-133,32
667,False,True,-154,19
668,False,True,-104,41
669,False,True,-130,31
670,False,True,-122,35
671,False,True,-134,35
672,False,True,-144,25
673,False,True,-174,11
674,False,True,-175,14
675,False,True,-130,27
676,False,True,-170,15
677,False,True,-160,17
678,False,True,-93,48
679,False,True,-137,24
680,False,True,-164,13
681,False,True,-158,15
682,False,True,-135,30
683,False,True,-131,34
684,False,True,-115,38
685,False,True,-168,13
686,False,True,-115,34
687,False,True,-168,17
688,False,True,-164,17
689,False,True,-164,17
690,False,True,-98,47
691,False,True,-157,20
692,False,True,-174,11
693,False,True,-182,7
694,False,True,-178,11
695,False,True,-136,29
696,False,True,-146,19
697,False,True,-114,31
698,False,True,-151,18
699,False,True,-101,44
700,False,True,-164,13
701,False,True,-109,40
702,False,True,-138,27
703,True,False,-92,41
704,False,True,-144,21
705,False,True,-129,28
706,False,True,-168,13
707,False,True,-129,32
708,False,True,-127,30
709,False,True,-148,29
710,False,True,-109,36
711,False,True,-167,14
712,False,True,-138,31
713,False,True,-92,53
714,False,True,-153,16
715,False,True,-167,18
716,False,True,-158,19
717,False,True,-137,32
718,False,True,-125,40
719,False,True,-161,16
720,False,True,-140,25
721,False,True,-145,32
722,False,True,-141,32
723,False,True,-109,36
724,False,True,-166,19
725,False,True,-161,16
726,False,True,-111,38
727,False,True,-147,18
728,False,True,-99,42
729,False,True,-161,12
730,False,True,-91,50
731,False,True,-107,34
732,False,True,-147,22
733,False,True,-132,33
734,False,True,-134,27
735,False,True,-124,37
736,False,True,-176,17
737,False,True,-152,25
738,False,True,-160,17
739,False,True,-115,34
740,False,True,-115,34
741,False,True,-102,47
742,False,True,-166,15
743,False,True,-169,12
744,False,True,-104,41
745,False,True,-130,27
746,False,True,-174,11
747,False,True,-159,18
748,False,True,-142,27
749,False,True,-125,28
750,False,True,-122,47
751,False,True,-135,26
752,False,True,-175,10
753,False,True,-174,11
754,False,True,-169,16
755,False,True,-95,42
756,False,True,-163,18
757,False,True,-123,38
758,False,True,-100,41
759,False,True,-145,24
760,False,True,-144,33
761,False,True,-168,13
762,False,True,-155,14
763,False,True,-118,35
764,False,True,-145,24
765,False,True,-138,27
766,False,True,-131,38
767,False,True,-123,38
768,False,True,-178,11
769,False,True,-138,31
770,False,True,-169,12
771,False,True,-141,24
772,False,True,-145,24
773,False,True,-154,15
774,False,True,-154,31
775,False,True,-124,21
776,False,True,-117,36
777,False,True,-149,16
778,False,True,-100,41
779,False,True,-131,34
780,False,True,-155,18
781,False,True,-148,25
782,False,True,-168,17
783,False,True,-148,29
784,False,True,-125,28
785,False,True,-146,23
786,False,True,-148,21
787,False,True,-171,14
788,False,True,-93,48
789,False,True,-139,26
790,False,True,-127,34
791,False,True,-111,38
792,False,True,-145,20
793,False,True,-96,53
794,False,True,-132,29
795,False,True,-101,40
796,False,True,-123,30
797,False,True,-135,34
798,False,True,-89,48
799,False,True,-166,11
800,False,True,-162,15
801,False,True,-143,22
802,False,True,-159,14
803,False,True,-119,38
804,False,True,-140,21
805,False,True,-173,12
806,False,True,-177,8
807,False,True,-159,14
808,False,True,-156,21
809,False,True,-172,13
810,False,True,-139,30
811,False,True,-142,31
812,False,True,-122,43
813,False,True,-141,36
814,False,True,-168,17
815,False,True,-131,26
816,False,True,-157,16
817,False,True,-141,24
818,False,True,-138,23
819,False,True,-150,19
820,False,True,-129,32
821,False,True,-157,20
822,False,True,-174,15
823,False,True,-157,16
824,False,True,-110,35
825,False,True,-129,28
